name,sys_utterance,user_utterance,UI3average,UI3average_diff,
1902F3002_064, ほかには何か面白いことはありましたか？,面白いことは特になくあると思います羽田まで車で,4.4,0.600000000000001,
1902F3002_065, 旅行に行くときはなにか目的はありますか？,その時の観光スポットが絶対食べ物美味しいやつとかチェックしていきますね,5.6,1.2,
1902F3002_066, なるほど、それは面白そうですね。,＊,4.4,-1.2,
1902F3002_068, なるほど、そうなんですね。,＊,4,-1,
1902F3002_069, 貴重な体験談をありがとうございました。,＊,4,0,
1902F3002_071, 学生時代、一番楽しかった学年はありますか？,小学生とかそうそうですかね,3.2,-1,
1902F3002_072, はい、そうです。,小学生とかですかね,3.8,0.6,
1902F3002_073, はい、そうです。,＊,2.8,-1,
1902F3002_074, その時、どんなことをしたのですか？,まあどんなことをした誰かが言ってたような気がします,4.6,1.8,
1902F3002_075, 運動会や、学芸会などのイベントで面白かった体験はありますか？,今日は苦手あるんですけど宿泊学習とかいう名目でカードローン同時にテントを張って一泊したりとかしてました,4.4,-0.199999999999999,
1902F3002_076, それは面白い体験ですね！,プールお風呂とか,4.8,0.4,
1902F3002_077, ほかにエピソードはありますか？,それそれなんとかがすごいとこでもあると思うんですけどやっぱり夜とかになるのでそういう怖い話とか怪談,5.8,1,
1902F3002_078, 面白かったんですね！,＊,4.8,-1,
1902F3002_079, 貴重な体験談をありがとうございました・・,＊,4,-0.8,
1902F4001_010, 甘いものと、からいものどちらがお好きですか？,正直どちらの方が好きです,5.2,1.2,
1902F4001_011, からい食べものとはどんな食べものが好きですか？,彼も好きだしあの韓国系の辛いもの好きです,4.6,-0.600000000000001,
1902F4001_013, そのほかにおすすめのものはありますか？,ちょっと思いつかないで,3.2,-0.8,
1902F4001_014, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,＊,3.2,0,
1902F4001_015, なるほど、そうなんですね。,＊,4,0.8,
1902F4001_016, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,これ好きなんですけどとりあえずチョコレートを毎日食べないと落ち着かないで,5,1,
1902F4001_017, 普段はどこでスイーツを買いますか？,自分で食べるのは本当にスーパーで貨物のものではいただくものはなんかデパートとかで買っていただいたりします,5.4,0.4,
1902F4001_018, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,デパートですねパートとか大きな駅,5.8,0.4,
1902F4001_019, 具体的に教えてもらっていいですか？,リパークの中だったらヴィタメールっていうところのチョココーティングしたご褒美で買ったり後は袋買ったり,6.2,0.4,
1902F4001_020, そうですね・・ぜひ参考にさせていただきます。,＊,4.8,-1.4,
1902F4001_023, 休日は家で過ごすほうが多いですか？外出することが多いですか？,＊,4.8,0.8,
1902F4001_024, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,いけないので家にいるときは映画を見たいです,4.6,-0.2,
1902F4001_026, 最近見た映画はありますか？,さいたま市クイーンクイーンの伊東市役の今の天気,5.4,1.2,
1902F4001_027, 洋画が好きなんですか，おすすめの洋画ってありますか？,そうですねいつも好きだし後ディズニー計算を英語にする,5.2,-0.2,
1902F4001_028, それのどういったところが好きなんですか？,温かい気持ちになるのは子供向けっぽいんですけど大人が見ても感動したり何かと使うものがいつもあるので,5.8,0.6,
1902F4001_029, なるほど。,＊,4.2,-1.6,
1902F4001_030, 「映画館」か「テレビ」かどちらでよく映画をみますか？,他に7回目ってすごいみたいですやっぱり映画館に行ってみます映画館で見るのも外で会った時は家でちょっと時間を買ってくからですけど,5.2,1,
1902F4001_031, なるほど、そうなんですね。,＊,4.2,-1,
1902F4001_032, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・,遅いかもしれないですね,4.8,0.6,
1902F4001_033, はい、そうです。,＊,4,-0.8,
1902F4001_036, 好きなスポーツはなんですか？,テニス習っているとあと何をしています,5.2,1.2,
1902F4001_037, スポーツはするほうが好きですか？それとも見るほうが好きですか？,高山村芸能大会とかはテレビ見たり最近は特にあの全豪オープン行って来ました,6.4,1.2,
1902F4001_038, そうですね。,＊,4.2,-2.2,
1902F4001_039, 健康のため、とか、リフレッシュするため、とかですか？,＊,4,-0.2,
1902F4001_040, スポーツをする目的は何ですか？,リフレッシュした後やっぱり体の方が体に電マ大量に来るのかね,5.4,1.4,
1902F4001_041, 健康のために、気をつけていることはありますか？,気をつけていることは3食しっかり食べて夜早めに寝ること睡眠を十分にとること,5.6,0.199999999999999,
1902F4001_042, そうなんですね。,＊,4.2,-1.4,
1902F4001_044, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,4月のカレンダー,3.6,-0.4,
1902F4001_045, そうなんですね。,＊,3.8,0.2,
1902F4001_046, ショッピングで「アマゾン」などはよく利用しますか？,Amazon はすごい量していると思います,5.6,1.8,
1902F4001_047, 使い心地はどうですか？,見たことはない,4,-1.6,
1902F4001_048, 具体的にどういったものを買いますか？,この顔なんですけどもう買うときも Amazon で一番最近は9月22日も構わんで買いました今から Amazon の方が安かったりとかいろんな本当になるのもあります,6,2,
1902F4001_049, 本当ですか！,＊,4.4,-1.6,
1902F4001_050, なるほど。,＊,4,-0.4,
1902F4001_051, ありがとうございました・・,＊,4,0,
1902F4001_053, 学生時代、一番楽しかった学年はありますか？,大学2年ぶりです,4.6,0.6,
1902F4001_054, 学生時代で、楽しかったエピソードを教えてください・・,すごいね頑張って楽しかったって言ってたケチャップが好きってアメリカにいたので色んなことが何もできないことだったのでそういう意味で楽しかったで良い時間だと思っています,5.6,1,
1902F4001_055, なるほど、そうなんですね。,＊,4.2,-1.4,
1902F4001_057, 貴重な体験をされましたね・・,＊,5.2,-1,
1902F4001_060, さいきん旅行には行きましたか？,去年の夏に揺れるベルトになってきました,5.4,1.4,
1902F4001_061, 旅行にはよく行かれますか？,海外旅行に行くのに行きたいなと思って,5.6,0.199999999999999,
1902F4001_062, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？,行きたいなと思っています,5.6,0,
1902F4001_063, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,一度見に行きたいなと思っています,4.2,-1.4,
1902F4001_064, 今までいった「旅行」で特におすすめの場所はありますか？,車だったら良かったなと思うけど一般のイルカが好きなのでお勧めと言ったらやっぱりフランスのリストとは,6.2,2,
1902F4001_065, 本当ですか！,＊,4.4,-1.8,
1902F4001_066, その旅先で何が一番楽しかったですか？,すごい人気の旅先ではのんびり筍の美味しいもの食べたりカフェでぼーっとしてそのままその国の人たち人間は現在の台風の位置が違うだけでも,6,1.6,
1902F4001_067, その旅先で美味しい食べ物はたべましたか・・,ディズニーワールドがやっぱり日本で高いけれども物価も結構安かったりしてた同級会にふんだんに入ったあったかもしかったです,5.8,-0.2,
1902F4001_068, なるほど、それは素晴らしい経験ですね。,＊,4.8,-1,
